,Shape,Price,Carat,CutGrade,Color,Clarity,report
0,Asscher,"$2,130",1.35,Very Good,G,VS2,GIA
1,Asscher,"$4,570",2.04,Very Good,E,VS2,GIA
2,Asscher,"$3,930",1.70,Very Good,D,VS2,GIA
3,Asscher,"$4,420",2.34,Very Good,G,SI1,GIA
4,Asscher,"$8,970",3.38,Very Good,G,VS2,GIA
5,Asscher,"$11,150",3.82,Very Good,F,SI1,GIA
6,Asscher,"$17,540",5.03,Very Good,H,VVS2,GIA
